category,description,carbohydrate,protein,fat_total_lipid,kilocalories
ARTIFICIAL BLUEBERRY MUFFIN MIX,"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",77.45,4.7,8.7,407
KRAFT,"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",73.1,12.6,4.1,381
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER WILD BLUEBERRY MUFFIN MIX,DRY",64.9,5.2,4.5,321
CAKE,"CAKE,BETTY CROCKER,SUPERMOIST PARTY CAKE SWIRL,DRY MIX",82.5,3.9,7.6,414
GEORGE WESTON BAKER,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",72.7,13.3,5.1,390
GENERAL MILLS,"GENERAL MILLS,GOLD MEDAL IMITATION BLUEBERRY MUFFIN MIX,DRY",78.8,4.3,8.6,410
KEEBLER,"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",71.8,7.1,16.6,465
KEEBLER,"KEEBLER,KEEBLER GOLDEN VANILLA WAFERS,ARTIFICIALLY FLAV",69.7,5.2,19.5,475
CONTINEN MILL,"CONTINEN MILL, KRUSTEAZ Almd Poppyseed Muff Mix, Art Fla,dry",75.6,5.6,10.3,418
MCKEE BAKING,"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",55.2,8.0,32.8,548
MARTHA WHITE FOODS,"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX,",83.58,4.42,6.16,407
MARTHA WHITE FOODS,"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",59.41,7.81,13.23,388
MISSION FOODS,"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",49.6,8.7,6.0,287
NABISCO,"NABISCO,NABISCO GRAHAMS CRACKERS",76.2,6.99,10.0,424
NABISCO,"NABISCO,NABISCO NILLA PIE CRUST,READY TO USE",63.1,3.5,27.1,513
NABISCO,"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",70.23,4.78,21.5,476
NABISCO,"NABISCO,NABISCO RITZ CRACKERS",63.51,7.23,23.21,492
PEPPERIDGE FARM CLASSIC STYLE CROUTONS,"PEPPERIDGE FARM CLASSIC STYLE CROUTONS,SEASONED",61.1,13.6,18.5,465
PEPPERIDGE FARM CRUSTY ITALIAN BREAD,"PEPPERIDGE FARM CRUSTY ITALIAN BREAD,GARLIC",41.6,8.3,19.2,372
PEPPERIDGE FARM APPL TURNOVERS,"PEPPERIDGE FARM APPL TURNOVERS,FRZ,READY TO BAKE",35.1,4.2,18.0,319
PILLSBURY,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",45.31,6.25,3.13,234
PILLSBURY,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",60.71,3.57,25.0,482
PILLSBURY,"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",46.15,7.69,2.89,241
PILLSBURY,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",78.3,4.8,12.1,441
PILLSBURY GRANDS,"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",41.38,6.9,13.79,317
PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,"PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,ART FLAVOR,REFR DOUGH",41.18,5.88,13.24,307
PILLSBURY,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",52.27,4.55,11.36,330
KRAFT FOODS,"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY",79.8,6.1,3.7,377
GEORGE WESTON BAKERIES,"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",46.0,8.0,1.8,232
HEINZ,"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",40.3,4.4,6.9,241
INTERSTATE BRANDS CORP,"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",50.84,8.07,4.15,273
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY",81.3,3.8,8.1,413
NABISCO,"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",74.25,5.0,1.09,305
Crackers,"Crackers, cheese, sandwich-type with cheese filling",58.76,8.92,24.41,490
USDA CMDTY,"USDA CMDTY,BAKERY,FLR MIX",62.53,8.47,12.9,400
USDA CMDTY,"USDA CMDTY,BAKERY FLR MIX LOW-FAT",70.59,9.07,4.7,361
WAFFLES,"WAFFLES,BTTRMLK,FRZ,RTH",41.05,6.58,9.22,273
WAFFLE,"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",48.39,7.42,9.49,309
WAFFLE,"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",44.16,6.92,9.4,289
WAFFLE,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",45.41,6.71,9.91,298
PANCAKES,"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",43.33,5.88,4.73,239
TOASTER PASTRIES,"TOASTER PASTRIES,FRT,FRSTD (INC APPLS,BLUEBERR,CHERRY,STRAW)",70.81,4.23,10.08,391
TOASTER PASTRIES,"TOASTER PASTRIES,FRUIT,TSTD (APPL,BLUEBERY,CHERRY,STRAWBERY)",72.7,4.7,11.03,409
MUFFIN,"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",50.05,4.23,4.22,255
PIE CRUST,"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",64.3,5.1,24.83,501
PIE CRUST,"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",64.48,6.08,22.42,484
PIE,"PIE,DUTCH APPL,COMMLY PREP",44.54,2.17,11.5,290
PIE CRUST,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR",46.79,5.52,28.74,468
PIE CRUST,"PIE CRUST,REFR,REG,BKD",58.52,3.41,28.69,506
PIE CRUST,"PIE CRUST,DEEP DISH,FRZ,BKD,MADE W/ ENR FLR",52.47,6.1,31.84,521
PIE CRUST,"PIE CRUST,REFR,REG,UNBAKED",51.11,2.97,25.46,445
BEEF JERKY,"BEEF JERKY,CHOPD&FORMED",11.0,33.2,25.6,410
CORN-BASED,"CORN-BASED,EXTRUDED,CHIPS,PLN",63.01,6.03,28.41,518
CORN-BASED,"CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR",56.2,7.0,32.7,523
CORN-BASED,"CORN-BASED,EXTRUDED,CONES,PLN",62.9,5.8,26.9,510
CORN-BASED,"CORN-BASED,EXTRUDED,CONES,NACHO-FLAVOR",57.3,6.5,31.7,536
CORN-BASED,"CORN-BASED,EXTRUDED,ONION-FLAVOR",65.1,7.7,22.6,499
CORN-BASED,"CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR",52.38,5.83,37.11,565
CORNNUTS,"CORNNUTS,PLAIN",71.86,8.5,15.64,446
CRISPED RICE BAR,"CRISPED RICE BAR,CHOC CHIP",73.0,5.1,13.5,404
FRUIT LEATHER,"FRUIT LEATHER,PIECES",82.82,1.0,2.68,359
FRUIT LEATHER,"FRUIT LEATHER,ROLLS",85.8,0.1,3.0,371
GRANOLA BARS,"GRANOLA BARS,HARD,PLAIN",64.4,10.1,19.8,471
GRANOLA BARS,"GRANOLA BARS,HARD,ALMOND",62.0,7.7,25.5,495
GRANOLA BARS,"GRANOLA BARS,HARD,CHOC CHIP",72.1,7.3,16.3,438
GRANOLA BARS,"GRANOLA BARS,HARD,PEANUT",63.7,11.0,21.4,479
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PLN",67.3,7.4,17.2,443
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",64.4,10.5,15.8,426
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,RAISIN",66.4,7.6,17.8,448
GRANOLA BARS,"GRANOLA BARS,OATS,FRUITS&NUT",77.42,7.7,6.3,397
GRANOLA BARS,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,CHOC CHIP",63.8,5.8,24.9,466
GRANOLA BARS,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER",53.4,10.2,31.1,509
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER&CHOC CHIP",62.2,9.8,20.0,432
ORIENTAL MIX,"ORIENTAL MIX,RICE-BASED",51.62,17.31,25.58,506
DOO DADS SNACK MIX,"DOO DADS SNACK MIX,ORIGINAL FLAVOR",64.3,10.3,18.5,456
SNACKS,"SNACKS,RALSTON PURINA,CHEX MIX",74.77,8.83,10.0,424
POPCORN,"POPCORN,AIR-POPPED",77.9,12.94,4.54,387
POPCORN,"POPCORN,OIL-POPPED",45.06,7.29,43.55,583
POPCORN,"POPCORN,CAKES",80.1,9.7,3.1,384
POPCORN,"POPCORN,CARAMEL-COATED,W/PNUTS",80.7,6.4,7.8,400
POPCORN,"POPCORN,CARAMEL-COATED,WO/PNUTS",79.1,3.8,12.8,431
POPCORN,"POPCORN,CHEESE-FLAVOR",51.6,9.3,33.2,526
PORK SKINS,"PORK SKINS,PLAIN",0.0,61.3,31.3,544
POTATO CHIPS,"POTATO CHIPS,BARBECUE-FLAVOR",52.8,7.7,32.4,491
POTATO CHIPS,"POTATO CHIPS,SOUR-CREAM-AND-ONION-FLAVOR",51.5,8.1,33.9,531
POTATO CHIPS,"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",64.9,4.56,26.14,502
POTATO CHIPS,"POTATO CHIPS,MADE FR DRIED POTATOES,SOUR-CREAM&ONION-FLAVOR",51.3,6.6,37.0,547
PRETZELS,"PRETZELS,HARD,PLN,SALTED",79.2,10.34,2.63,378
PRETZELS,"PRETZELS,HARD,CONFECTIONER'S COATING,CHOCOLATE-FLAVOR",70.9,7.5,16.7,458
PRETZELS,"PRETZELS,HARD,WHOLE-WHEAT",81.2,11.1,2.6,362
RICE CAKES,"RICE CAKES,BROWN RICE,PLN",81.5,8.2,2.8,387
RICE CAKES,"RICE CAKES,BROWN RICE,BUCKWHEAT",80.1,9.0,3.5,380
RICE CAKES,"RICE CAKES,BROWN RICE,SESAME SD",81.5,7.6,3.8,392
TORTILLA CHIPS,"TORTILLA CHIPS,PLAIN",65.56,7.79,23.36,489
Snacks,"Snacks, tortilla chips, nacho cheese",61.74,8.15,26.07,514
Snacks,"Snacks, tortilla chips, ranch-flavor",62.74,7.19,24.63,501
TRAIL MIX,"TRAIL MIX,REGULAR",44.9,13.8,29.4,462
TRAIL MIX,"TRAIL MIX,TROPICAL",65.6,6.3,17.1,407
TRAIL MIX,"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",44.9,14.2,31.9,484
TORTILLA CHIPS,"TORTILLA CHIPS,TACO-FLAVOR",63.1,7.9,24.2,480
CANDIES,"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",87.73,1.59,3.31,387
CANDIES,"CANDIES,ALMOND JOY CANDY BAR",59.51,4.13,26.93,479
CANDIES,"CANDIES,TWIZZLERS CHERRY BITES",79.38,2.97,1.7,338
CANDIES,"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",80.0,2.0,7.5,375
CANDIES,"CANDIES,NESTLE,BUTTERFINGER BAR",72.9,5.4,18.9,459
CANDIES,"CANDIES,BUTTERSCOTCH",90.4,0.03,3.3,391
CANDIES,"CANDIES,CAROB,UNSWTND",56.29,8.15,31.36,540
CANDIES,"CANDIES,CARAMELS",77.0,4.6,8.1,382
CANDIES,"CANDIES,CARAMELLO CANDY BAR",63.81,6.19,21.19,462
CANDIES,"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",85.97,1.59,5.07,396
BAKING CHOC,"BAKING CHOC,UNSWTND,LIQ",33.9,12.1,47.7,472
BAKING CHOC,"BAKING CHOC,UNSWTND,SQUARES",29.84,12.9,52.31,501
CANDIES,"CANDIES,CONFECTIONER'S COATING,YOGURT",63.94,5.87,27.0,522
CANDIES,"CANDIES,SEMISWEET CHOC",63.1,4.2,30.0,479
CANDIES,"CANDIES,SWEET CHOCOLATE",59.6,3.9,34.2,505
CANDIES,"CANDIES,SWT CHOC COATD FONDANT",80.4,2.2,9.3,366
CANDIES,"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",46.91,11.97,37.13,570
CANDIES,"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",67.1,2.2,29.05,539
CANDIES,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",46.88,18.3,29.8,529
CANDIES,"CANDIES,WHITE CHOC",59.24,5.87,32.09,539
ICE CREAMS,"ICE CREAMS,VANILLA,LT",25.8,4.78,4.83,165
ICE CREAMS,"ICE CREAMS,VANILLA,RICH",22.29,3.5,16.2,249
ICE CREAMS,"ICE CREAMS,FRENCH VANILLA,SOFT-SERVE",22.2,4.1,13.0,222
CANDIES,"CANDIES,YORK PEPPERMINT PATTIE",80.99,2.19,7.17,384
CANDIES,"CANDIES,TWIZZLERS NIBS CHERRY BITS",79.37,2.3,2.64,347
CANDIES,"CANDIES,SYMPHONY MILK CHOC BAR",58.01,8.51,30.57,531
DESSERTS,"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",22.69,4.53,4.03,146
ICE CREAMS,"ICE CREAMS,VANILLA",23.6,3.5,11.0,207
ICE CREAMS,"ICE CREAMS,VANILLA,LT,SOFT-SERVE",21.8,4.9,2.6,126
SHERBET,"SHERBET,ORANGE",30.4,1.1,2.0,144
CANDIES,"CANDIES,5TH AVENUE CANDY BAR",62.68,8.78,23.98,482
CANDIES,"CANDIES,FONDANT,PREPARED-FROM-RECIPE",93.18,0.0,0.02,373
CANDIES,"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",76.44,2.39,10.41,411
CANDIES,"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",67.93,4.38,18.93,461
CANDIES,"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",77.75,3.78,6.59,387
CANDIES,"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",82.15,1.05,5.45,383
CANDIES,"CANDIES,FUDGE,VANILLA W/ NUTS",74.61,3.0,13.69,435
CANDIES,"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",53.0,9.7,34.0,512
CANDIES,"CANDIES,GUMDROPS,STARCH JELLY PIECES",98.9,0.0,0.0,396
CANDIES,"CANDIES,HARD",98.0,0.0,0.2,394
CANDIES,"CANDIES,JELLYBEANS",93.55,0.0,0.05,375
CANDIES,"CANDIES,KIT KAT WAFER BAR",64.59,6.51,25.99,518
CANDIES,"CANDIES,KRACKEL CHOC BAR",63.96,6.62,26.58,512
CANDIES,"CANDIES,NESTLE,BABY RUTH BAR",64.8,5.4,21.6,459
CANDIES,"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",79.74,2.56,2.32,350
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",74.1,0.0,1.6,296
ICE CREAMS,"ICE CREAMS,CHOC,LT",25.7,5.0,7.19,201
CANDIES,"CANDIES,MASTERFOODS USA,MARS ALMOND BAR",62.7,8.1,23.0,467
CANDIES,"CANDIES,MARSHMALLOWS",81.3,1.8,0.2,318
CANDIES,"CANDIES,HALAVAH,PLAIN",60.49,12.49,21.52,469
CANDIES,"CANDIES,NESTLE,OH HENRY! BAR",65.5,7.7,23.0,462
CANDIES,"CANDIES,NESTLE,CHUNKY BAR",60.0,7.5,27.5,475
CANDIES,"CANDIES,MILK CHOC",59.4,7.65,29.66,535
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ 2% MILK",19.74,2.76,1.7,105
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ 2% MILK",18.43,2.9,1.73,101
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK",18.89,3.15,1.92,105
BAKING CHOC,"BAKING CHOC,MEXICAN,SQUARES",77.41,3.64,15.59,426
No Category,CHOCOLATE-FLAVORED HAZELNUT SPRD,62.16,5.41,29.73,541
CANDIES,"CANDIES,MILK CHOC COATD PNUTS",49.7,13.1,33.5,519
CANDIES,"CANDIES,MILK CHOC COATD RAISINS",68.4,4.1,14.8,390
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",44.55,0.0,0.0,165
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE",61.47,0.0,0.0,234
CANDIES,"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR",46.15,12.82,38.46,577
CANDIES,"CANDIES,MILK CHOC,W/ALMONDS",53.4,9.0,34.4,526
CANDIES,"CANDIES,MILK CHOC,W/RICE CRL",59.67,7.64,29.37,511
CANDIES,"CANDIES,MASTERFOODS USA,MILKY WAY BAR",70.48,4.01,17.23,452
CANDIES,"CANDIES,SKOR TOFFEE BAR",61.72,3.13,32.18,535
TOPPINGS,"TOPPINGS,STRAWBERRY",66.3,0.2,0.1,254
CANDIES,"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",44.88,6.21,33.76,510
BAKING CHOC,"BAKING CHOC,MASTERFOODS,M&M'S SEMISWEET CHOC MINI BAKNG BITS",65.96,4.44,26.15,517
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S PNUT CHOC CANDIES",60.48,9.57,26.13,515
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S MILK CHOC CANDIES",71.19,4.33,21.13,492
CANDIES,"CANDIES,MOUNDS CANDY BAR",58.59,4.6,26.6,486
CANDIES,"CANDIES,MR. GOODBAR CHOC BAR",54.34,10.22,33.21,538
CANDIES,"CANDIES,NESTLE,100 GRAND BAR",70.97,2.5,19.33,468
CANDIES,"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",67.0,5.0,26.0,500
BAKING CHOC,"BAKING CHOC,MASTERFOODS USA,M&M'S MILK CHOC MINI BAKING BITS",68.4,4.78,23.36,502
CANDIES,"CANDIES,PEANUT BAR",47.4,15.5,33.7,522
CANDIES,"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",71.24,7.57,18.98,486
CANDIES,"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS",71.0,4.4,17.0,422
CANDIES,"CANDIES,REESE'S PNUT BUTTER CUPS",55.36,10.24,30.53,515
CANDIES,"CANDIES,REESE'S PIECES CANDY",59.86,12.46,24.77,497
CANDIES,"CANDIES,ROLO CARAMELS IN MILK CHOC",67.95,5.08,20.93,474
CANDIES,"CANDIES,NESTLE,AFTER EIGHT MINTS",76.2,1.67,11.9,404
CANDIES,"CANDIES,SESAME CRUNCH",50.3,11.6,33.3,516
CANDIES,"CANDIES,MASTERFOODS USA,SNICKERS BAR",60.56,7.53,23.85,475
CANDIES,"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,ORIGINAL",82.57,0.41,8.21,408
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S MINIS MILK CHOC CANDIES",68.4,4.78,23.36,502
CANDIES,"CANDIES,MASTERFOODS USA,3 MUSKETEERS BAR",77.13,2.6,12.75,428
CANDIES,"CANDIES,MASTERFOODS USA,TWIX CARAMEL COOKIE BARS",64.93,4.91,24.85,502
CANDIES,"CANDIES,MASTERFOODS USA,TWIX PNUT BUTTER COOKIE BARS",54.15,9.18,32.67,536
CANDIES,"CANDIES,WHATCHAMACALLIT CANDY BAR",63.23,8.04,23.68,494
No Category,CHEWING GUM,66.08,0.0,0.3,247
CANDIES,"CANDIES,SPL DK CHOC BAR",60.49,5.54,32.4,556
COCOA,"COCOA,DRY PDR,UNSWTND",57.9,19.6,13.7,228
COCOA,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",58.3,18.1,13.1,220
DESSERTS,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",10.72,5.02,4.58,105
EGG CUSTARDS,"EGG CUSTARDS,DRY MIX",82.8,6.9,6.4,410
EGG CUSTARDS,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",17.29,4.04,4.01,121
COCOA,"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",60.0,20.0,10.0,400
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX",90.5,7.8,0.0,381
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,PREP W/ H2O",14.19,1.22,0.0,62
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",80.21,15.67,0.0,198
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O",4.22,0.83,0.0,20
GELATINS,"GELATINS,DRY PDR,UNSWTND",0.0,85.6,0.1,335
CANDIES,"CANDIES,YORK BITES",81.64,1.78,7.32,394
DESSERTS,"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",16.07,4.14,16.0,225
PUDDINGS,"PUDDINGS,CHOC,RTE",23.01,2.09,4.6,142
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST",87.9,2.3,1.9,378
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHL MILK",18.8,3.1,3.1,111
DESSERTS,"DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE",30.84,1.75,3.43,161
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX",91.6,0.0,0.0,348
DESSERTS,"DESSERTS,PUDD,CHOC,DRY MIX,REG",89.3,2.6,2.1,362
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ WHL MILK",19.4,3.21,3.15,119
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",19.55,3.28,1.99,109
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ 2% MILK",19.2,2.9,2.3,107
PUDDINGS,"PUDDINGS,RICE,RTE",19.4,3.53,2.65,118
PUDDINGS,"PUDDINGS,RICE,DRY MIX",91.2,2.7,0.1,376
PUDDINGS,"PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK",20.68,3.25,2.82,121
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX",94.3,0.1,0.1,369
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ WHL MILK",19.43,2.84,2.89,115
PUDDINGS,"PUDDINGS,VANILLA,RTE",22.6,1.45,3.78,130
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,INST",92.9,0.0,0.6,377
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",19.7,2.7,2.9,114
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ 2% MILK",20.2,2.76,1.71,107
EGG CUSTARDS,"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",17.42,4.08,2.74,111
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG",93.5,0.3,0.4,379
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",18.68,2.86,2.9,112
PUDDINGS,"PUDDINGS,RICE,DRY MIX,PREP W/ 2% MILK",20.81,3.29,1.63,111
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK",19.56,2.88,1.67,105
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ 2% MILK",18.53,2.94,1.73,101
RENNIN,"RENNIN,CHOC,DRY MIX,PREP W/ 2% MILK",13.47,3.24,2.06,85
RENNIN,"RENNIN,VANILLA,DRY MIX,PREP W/ 2% MILK",12.34,3.06,1.77,77
CANDIES,"CANDIES,PRALINE,PREPARED-FROM-RECIPE",59.59,3.3,25.9,485
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",6.2,0.5,0.1,24
PUDDINGS,"PUDDINGS,TAPIOCA,RTE",21.69,1.95,3.88,130
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ 2% MILK",17.8,3.1,2.5,104
DESSERTS,"DESSERTS,RENNIN,CHOC,DRY MIX",91.5,2.4,3.3,363
RENNIN,"RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK",13.34,3.2,3.34,96
DESSERTS,"DESSERTS,RENNIN,VANILLA,DRY MIX",99.0,0.0,0.0,383
RENNIN,"RENNIN,VANILLA,DRY MIX,PREP W/ WHL MILK",12.21,3.03,3.07,89
DESSERTS,"DESSERTS,RENNIN,TABLETS,UNSWTND",19.8,1.0,0.1,84
FROSTINGS,"FROSTINGS,CHOC,CREAMY,RTE",63.2,1.1,17.6,397
FROSTINGS,"FROSTINGS,COCONUT-NUT,RTE",52.7,1.5,24.0,433
FROSTINGS,"FROSTINGS,CRM CHEESE-FLAVOR,RTE",67.32,0.1,17.3,415
FROSTINGS,"FROSTINGS,VANILLA,CREAMY,RTE",67.89,0.0,16.23,418
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ 2% MILK",18.82,2.99,1.72,103
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ WHL MILK",18.68,2.95,3.0,113
PUDDINGS,"PUDDINGS,VANILLA,RTE,FAT FREE",20.16,2.02,0.0,89
PUDDINGS,"PUDDINGS,TAPIOCA,RTE,FAT FREE",21.31,1.44,0.35,94
PUDDINGS,"PUDDINGS,CHOC,RTE,FAT FREE",20.87,1.93,0.3,93
CANDIES,"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",51.0,9.76,35.73,550
CANDIES,"CANDIES,KIT KAT BITES",64.55,6.5,26.41,511
CANDIES,"CANDIES,REESE'S BITES",55.18,11.34,29.85,521
CANDIES,"CANDIES,REESE'S NUTRAGEOUS CANDY BAR",52.8,11.28,32.09,517
FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX",92.0,1.3,5.2,389
FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",70.85,1.09,12.93,404
CANDIES,"CANDIES,HEATH BITES",63.39,3.94,30.38,530
FROSTINGS,"FROSTINGS,VANILLA,CREAMY,DRY MIX",93.8,0.3,4.9,410
FROSTINGS,"FROSTINGS,WHITE,FLUFFY,DRY MIX",94.9,2.3,0.0,371
FROSTINGS,"FROSTINGS,WHITE,FLUFFY,DRY MIX,PREP W/H2O",62.6,1.5,0.0,244
CANDIES,"CANDIES,ALMOND JOY BITES",57.48,5.58,34.5,545
CANDIES,"CANDIES,REESESTICKS CRISPY WAFERS,PNUT BUTTER,MILK CHOC",55.38,9.53,31.34,521
CANDIES,"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",63.64,6.24,27.84,520
CANDIES,"CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS",61.6,8.66,23.42,474
CANDIES,"CANDIES,MASTERFOODS USA,DOVE MILK CHOC",59.78,5.94,31.72,546
CANDIES,"CANDIES,MASTERFOODS USA,DOVE DK CHOC",59.4,5.19,32.45,520
CANDIES,"CANDIES,MASTERFOODS USA,MILKY WAY CARAMELS,MILK CHOC COVERED",68.49,4.28,19.17,463
CANDIES,"CANDIES,MASTERFOODS USA,MILKY WAY CARAMELS. DK CHOC COVERED",67.56,3.82,20.42,458
ICE CREAMS,"ICE CREAMS,HEALTHY CHOIC PRALINE & CARAMEL",32.2,3.67,2.97,170
ICE CREAMS,"ICE CREAMS,VANILLA,LT,NO SUGAR ADDED",21.42,3.97,7.45,155
